Designator,Mid X,Mid Y,Rotation,Layer
D1,139.695,-76.2,0.0,top
D2,146.68,-76.2,0.0,top
D3,153.665,-76.2,0.0,top
J1,139.695,-81.28,270.0,bottom
J2,146.68,-81.28,270.0,bottom
J3,153.67,-81.28,270.0,bottom
J4,130.81,-81.28,270.0,bottom
SW1,130.81,-76.2,0.0,top
